id,German,Article,English,ExampleSentence,CEFR,WordType,Category,ArticleQuizEligible,Source,Notes,Priority,ReviewNote
a2_0884,Technik,die,technology/technique,Ich interessiere mich für Technik.,A2,noun,Technology,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0885,Tee,der,tea,Ich trinke Tee.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0886,Teil,der,part,Der Test hat vier Teile.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0889,Telefon,das,telephone,Darf ich Ihr Telefon benutzen?,A2,noun,Technology,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0891,Teller,der,plate,Stell die Teller auf den Tisch.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0892,Tennis,das,tennis,Sie spielt sehr gut Tennis.,A2,noun,Sports,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0893,Termin,der,appointment,Ich habe einen Termin beim Arzt.,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0895,Text,der,text,Lesen Sie bitte den Text.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0896,Theater,das,theater,Ich gehe gern ins Theater.,A2,noun,Culture,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0897,Thema,das,topic,Unser Thema ist Essen.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0898,Ticket,das,ticket,Wie viel kostet das Ticket?,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0900,Tier,das,animal,Wir dürfen keine Tiere haben.,A2,noun,Animals,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0901,Tipp,der,tip/advice,Kannst du mir einen Tipp geben?,A2,noun,Communication,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0902,Tisch,der,table,Das Essen steht auf dem Tisch.,A2,noun,Home,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0903,Titel,der,title,Wie heißt der Titel?,A2,noun,Media,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0904,Toilette,die,toilet,Wo ist die Toilette?,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0906,Tomate,die,tomato,Die Tomate ist rot.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0907,Topf,der,pot,Ich brauche einen großen Topf.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0908,Torte,die,cake/tart,Die Torte ist zu süß.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Optional,"Useful later, but not needed for v0 core."
a2_0910,Tourist,der,tourist,Viele Touristen besuchen Wien.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0911,Touristin,die,female tourist,Die Touristin macht Fotos.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0913,Trainer,der,coach/trainer,Der Trainer ist streng.,A2,noun,Sports,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0914,Training,das,training,Das Training beginnt um fünf.,A2,noun,Sports,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0917,Treppe,die,stairs,Die Treppe ist links.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0921,T-Shirt,das,T-shirt,Das T-Shirt ist blau.,A2,noun,Clothing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0923,Tür,die,door,Bitte schließen Sie die Tür.,A2,noun,Home,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0924,U-Bahn,die,subway,Wir fahren mit der U-Bahn.,A2,noun,Transport,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0930,Überweisung,die,bank transfer/referral,Ich mache eine Überweisung.,A2,noun,Money,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0931,Uhr,die,clock/o'clock,Es ist acht Uhr.,A2,noun,Time,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0937,Unfall,der,accident,Es gab einen Unfall.,A2,noun,Health,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0940,Universität,die,university,Sie studiert an der Universität.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0944,Unterricht,der,lesson/class,Der Unterricht beginnt um acht.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0946,Unterschrift,die,signature,Hier fehlt Ihre Unterschrift.,A2,noun,Administration,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0947,Unterschied,der,difference,Der Unterschied ist klein.,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0949,Urlaub,der,vacation,Wir machen Urlaub am Meer.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0950,Vater,der,father,Mein Vater arbeitet heute.,A2,noun,Family,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0954,Verkäufer,der,salesperson,Der Verkäufer hilft mir.,A2,noun,Work,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0955,Verkäuferin,die,female salesperson,Die Verkäuferin ist freundlich.,A2,noun,Work,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0956,Verkehr,der,traffic,Der Verkehr ist laut.,A2,noun,Transport,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0959,Vermieter,der,landlord,Unser Vermieter ist nett.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0960,Vermieterin,die,landlady,Die Vermieterin wohnt nebenan.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0965,Verspätung,die,delay,Der Zug hat Verspätung.,A2,noun,Transport,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0968,Vertrag,der,contract,Ich muss den Vertrag unterschreiben.,A2,noun,Administration,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0971,Vogel,der,bird,Morgens singen die Vögel.,A2,noun,Animals,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_0978,Vorname,der,first name,Mein Vorname ist Eva.,A2,noun,People,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0979,Vorschlag,der,suggestion,Hast du einen Vorschlag?,A2,noun,Communication,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0984,Wagen,der,car/wagon,Wo steht Ihr Wagen?,A2,noun,Transport,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0988,Wald,der,forest,Ich gehe gern im Wald spazieren.,A2,noun,Nature,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_0995,Wäsche,die,laundry,Ich muss Wäsche waschen.,A2,noun,Home,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0997,Wasser,das,water,"Ein Glas Wasser, bitte.",A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_0998,Webseite,die,webpage,Die Webseite hat viele Übungen.,A2,noun,Technology,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1009,Weg,der,way/path,Können Sie mir den Weg zeigen?,A2,noun,Directions,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1015,Wein,der,wine,"Nein danke, ich möchte keinen Wein.",A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1022,Welt,die,world,Ich möchte um die Welt reisen.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1028,Werkstatt,die,workshop/garage,Mein Auto ist in der Werkstatt.,A2,noun,Transport,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1029,Wettbewerb,der,competition,Mein Sohn hat den Wettbewerb gewonnen.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1030,Wetter,das,weather,Das Wetter ist heute schön.,A2,noun,Weather,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1039,Wind,der,wind,Der Wind ist kalt.,A2,noun,Weather,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1043,Witz,der,joke,Er erzählt einen Witz.,A2,noun,Communication,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1049,Wohnung,die,apartment,Die Wohnung ist hell.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1050,Wohnzimmer,das,living room,Die Kinder sitzen im Wohnzimmer.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1051,Wolke,die,cloud,Heute gibt es viele Wolken.,A2,noun,Weather,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1053,Workshop,der,workshop,Der Workshop war sehr interessant.,A2,noun,Work,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1054,Wort,das,word,Ich kenne das Wort nicht.,A2,noun,Language,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1056,Wunsch,der,wish,Was ist dein größter Wunsch?,A2,noun,Feelings,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_1058,Wurst,die,sausage,"Eine Wurst mit Pommes, bitte.",A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1059,Zahl,die,number,Können Sie die Zahl wiederholen?,A2,noun,Numbers,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_1061,Zahn,der,tooth,Mein Zahn tut weh.,A2,noun,Body,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_1064,Zeit,die,time,Ich habe heute keine Zeit.,A2,noun,Time,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1065,Zeitschrift,die,magazine,Andrea kauft diese Zeitschrift jede Woche.,A2,noun,Media,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_1066,Zeitung,die,newspaper,Ich lese manchmal Zeitung.,A2,noun,Media,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,"Good for broader adult vocabulary, optional for first tests."
a2_1067,Zelt,das,tent,Im Sommer schlafen wir im Zelt.,A2,noun,Travel,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1068,Zentrum,das,center,Der Bahnhof ist im Zentrum.,A2,noun,Directions,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1069,Zettel,der,note/slip of paper,Schreib die Nummer auf den Zettel.,A2,noun,Communication,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1070,Zeugnis,das,report card/certificate,Morgen bekommen die Kinder ihr Zeugnis.,A2,noun,School,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1073,Ziel,das,goal/destination,Was ist dein Ziel im Leben?,A2,noun,General,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_1074,Zimmer,das,room,Das Zimmer ist groß.,A2,noun,Housing,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1075,Zirkus,der,circus,Wir gehen mit den Kindern in den Zirkus.,A2,noun,Culture,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Optional,"Useful later, but not needed for v0 core."
a2_1076,Zitrone,die,lemon,Ich trinke Tee mit Zitrone.,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1077,Zoo,der,zoo,Am Sonntag gehen wir in den Zoo.,A2,noun,Animals,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Useful,Keep in full list; review later if needed.
a2_1079,Zucker,der,sugar,Trinkst du Tee mit Zucker?,A2,noun,Food,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
a2_1082,Zug,der,train,Ich fahre gern mit dem Zug.,A2,noun,Transport,yes,Goethe A2 word list vocabulary; original Unser Dorf example sentence,,Core,Useful for adult A2 learners and v0 testing.
